Les codes hexas et unicode des caractères usuels, par Nicolas Hoffmann
Code unicode	Code hexa	En clair	Au clavier
&#18916;	%49e4	䧤
&#18917;	%49e5	䧥
&#18918;	%49e6	䧦
&#18919;	%49e7	䧧
&#18920;	%49e8	䧨
&#18921;	%49e9	䧩
&#18922;	%49ea	䧪
&#18923;	%49eb	䧫
&#18924;	%49ec	䧬
&#18925;	%49ed	䧭
&#18926;	%49ee	䧮
&#18927;	%49ef	䧯
&#18928;	%49f0	䧰
&#18929;	%49f1	䧱
&#18930;	%49f2	䧲
&#18931;	%49f3	䧳
&#18932;	%49f4	䧴
&#18933;	%49f5	䧵
&#18934;	%49f6	䧶
&#18935;	%49f7	䧷
&#18936;	%49f8	䧸
&#18937;	%49f9	䧹
&#18938;	%49fa	䧺
&#18939;	%49fb	䧻
&#18940;	%49fc	䧼
&#18941;	%49fd	䧽
&#18942;	%49fe	䧾
&#18943;	%49ff	䧿
&#18944;	%4a00	䨀
&#18945;	%4a01	䨁
&#18946;	%4a02	䨂
&#18947;	%4a03	䨃
&#18948;	%4a04	䨄
&#18949;	%4a05	䨅
&#18950;	%4a06	䨆
&#18951;	%4a07	䨇
&#18952;	%4a08	䨈
&#18953;	%4a09	䨉
&#18954;	%4a0a	䨊
&#18955;	%4a0b	䨋
&#18956;	%4a0c	䨌
&#18957;	%4a0d	䨍
&#18958;	%4a0e	䨎
&#18959;	%4a0f	䨏
&#18960;	%4a10	䨐
&#18961;	%4a11	䨑
&#18962;	%4a12	䨒
&#18963;	%4a13	䨓
&#18964;	%4a14	䨔
&#18965;	%4a15	䨕
&#18966;	%4a16	䨖
&#18967;	%4a17	䨗
&#18968;	%4a18	䨘
&#18969;	%4a19	䨙
&#18970;	%4a1a	䨚
&#18971;	%4a1b	䨛
&#18972;	%4a1c	䨜
&#18973;	%4a1d	䨝
&#18974;	%4a1e	䨞
&#18975;	%4a1f	䨟
&#18976;	%4a20	䨠
&#18977;	%4a21	䨡
&#18978;	%4a22	䨢
&#18979;	%4a23	䨣
&#18980;	%4a24	䨤
&#18981;	%4a25	䨥
&#18982;	%4a26	䨦
&#18983;	%4a27	䨧
&#18984;	%4a28	䨨
&#18985;	%4a29	䨩
&#18986;	%4a2a	䨪
&#18987;	%4a2b	䨫
&#18988;	%4a2c	䨬
&#18989;	%4a2d	䨭
&#18990;	%4a2e	䨮
&#18991;	%4a2f	䨯
&#18992;	%4a30	䨰
&#18993;	%4a31	䨱
&#18994;	%4a32	䨲
&#18995;	%4a33	䨳
&#18996;	%4a34	䨴
&#18997;	%4a35	䨵
&#18998;	%4a36	䨶
&#18999;	%4a37	䨷
&#19000;	%4a38	䨸
&#19001;	%4a39	䨹
&#19002;	%4a3a	䨺
&#19003;	%4a3b	䨻
&#19004;	%4a3c	䨼
&#19005;	%4a3d	䨽
&#19006;	%4a3e	䨾
&#19007;	%4a3f	䨿
&#19008;	%4a40	䩀
&#19009;	%4a41	䩁
&#19010;	%4a42	䩂
&#19011;	%4a43	䩃
&#19012;	%4a44	䩄
&#19013;	%4a45	䩅
&#19014;	%4a46	䩆
&#19015;	%4a47	䩇
&#19016;	%4a48	䩈
&#19017;	%4a49	䩉
&#19018;	%4a4a	䩊
&#19019;	%4a4b	䩋
&#19020;	%4a4c	䩌
&#19021;	%4a4d	䩍
&#19022;	%4a4e	䩎
&#19023;	%4a4f	䩏
&#19024;	%4a50	䩐
&#19025;	%4a51	䩑
&#19026;	%4a52	䩒
&#19027;	%4a53	䩓
&#19028;	%4a54	䩔
&#19029;	%4a55	䩕
&#19030;	%4a56	䩖
&#19031;	%4a57	䩗
&#19032;	%4a58	䩘
&#19033;	%4a59	䩙
&#19034;	%4a5a	䩚
&#19035;	%4a5b	䩛
&#19036;	%4a5c	䩜
&#19037;	%4a5d	䩝
&#19038;	%4a5e	䩞
&#19039;	%4a5f	䩟
&#19040;	%4a60	䩠
&#19041;	%4a61	䩡
&#19042;	%4a62	䩢
&#19043;	%4a63	䩣
&#19044;	%4a64	䩤
&#19045;	%4a65	䩥
&#19046;	%4a66	䩦
&#19047;	%4a67	䩧
&#19048;	%4a68	䩨
&#19049;	%4a69	䩩
&#19050;	%4a6a	䩪
&#19051;	%4a6b	䩫
&#19052;	%4a6c	䩬
&#19053;	%4a6d	䩭
&#19054;	%4a6e	䩮
&#19055;	%4a6f	䩯
&#19056;	%4a70	䩰
&#19057;	%4a71	䩱
&#19058;	%4a72	䩲
&#19059;	%4a73	䩳
&#19060;	%4a74	䩴
&#19061;	%4a75	䩵
&#19062;	%4a76	䩶
&#19063;	%4a77	䩷
&#19064;	%4a78	䩸
&#19065;	%4a79	䩹
&#19066;	%4a7a	䩺
&#19067;	%4a7b	䩻
&#19068;	%4a7c	䩼
&#19069;	%4a7d	䩽
&#19070;	%4a7e	䩾
&#19071;	%4a7f	䩿
&#19072;	%4a80	䪀
&#19073;	%4a81	䪁
&#19074;	%4a82	䪂
&#19075;	%4a83	䪃
&#19076;	%4a84	䪄
&#19077;	%4a85	䪅
&#19078;	%4a86	䪆
&#19079;	%4a87	䪇
&#19080;	%4a88	䪈
&#19081;	%4a89	䪉
&#19082;	%4a8a	䪊
&#19083;	%4a8b	䪋
&#19084;	%4a8c	䪌
&#19085;	%4a8d	䪍
&#19086;	%4a8e	䪎
&#19087;	%4a8f	䪏
&#19088;	%4a90	䪐
&#19089;	%4a91	䪑
&#19090;	%4a92	䪒
&#19091;	%4a93	䪓
&#19092;	%4a94	䪔
&#19093;	%4a95	䪕
&#19094;	%4a96	䪖
&#19095;	%4a97	䪗
&#19096;	%4a98	䪘
&#19097;	%4a99	䪙
&#19098;	%4a9a	䪚
&#19099;	%4a9b	䪛
&#19100;	%4a9c	䪜
&#19101;	%4a9d	䪝
&#19102;	%4a9e	䪞
&#19103;	%4a9f	䪟
&#19104;	%4aa0	䪠
&#19105;	%4aa1	䪡
&#19106;	%4aa2	䪢
&#19107;	%4aa3	䪣
&#19108;	%4aa4	䪤
&#19109;	%4aa5	䪥
&#19110;	%4aa6	䪦
&#19111;	%4aa7	䪧
&#19112;	%4aa8	䪨
&#19113;	%4aa9	䪩
&#19114;	%4aaa	䪪
&#19115;	%4aab	䪫
&#19116;	%4aac	䪬
&#19117;	%4aad	䪭
&#19118;	%4aae	䪮
&#19119;	%4aaf	䪯
&#19120;	%4ab0	䪰
&#19121;	%4ab1	䪱
&#19122;	%4ab2	䪲
&#19123;	%4ab3	䪳
&#19124;	%4ab4	䪴
&#19125;	%4ab5	䪵
&#19126;	%4ab6	䪶
&#19127;	%4ab7	䪷
&#19128;	%4ab8	䪸
&#19129;	%4ab9	䪹
&#19130;	%4aba	䪺
&#19131;	%4abb	䪻
&#19132;	%4abc	䪼
&#19133;	%4abd	䪽
&#19134;	%4abe	䪾
&#19135;	%4abf	䪿
&#19136;	%4ac0	䫀
&#19137;	%4ac1	䫁
&#19138;	%4ac2	䫂
&#19139;	%4ac3	䫃
&#19140;	%4ac4	䫄
&#19141;	%4ac5	䫅
&#19142;	%4ac6	䫆
&#19143;	%4ac7	䫇
&#19144;	%4ac8	䫈
&#19145;	%4ac9	䫉
&#19146;	%4aca	䫊
&#19147;	%4acb	䫋
&#19148;	%4acc	䫌
&#19149;	%4acd	䫍
&#19150;	%4ace	䫎
&#19151;	%4acf	䫏
&#19152;	%4ad0	䫐
&#19153;	%4ad1	䫑
&#19154;	%4ad2	䫒
&#19155;	%4ad3	䫓
&#19156;	%4ad4	䫔
&#19157;	%4ad5	䫕
&#19158;	%4ad6	䫖
&#19159;	%4ad7	䫗
&#19160;	%4ad8	䫘
&#19161;	%4ad9	䫙
&#19162;	%4ada	䫚
&#19163;	%4adb	䫛
&#19164;	%4adc	䫜
&#19165;	%4add	䫝
&#19166;	%4ade	䫞
&#19167;	%4adf	䫟
&#19168;	%4ae0	䫠
&#19169;	%4ae1	䫡
&#19170;	%4ae2	䫢
&#19171;	%4ae3	䫣
&#19172;	%4ae4	䫤
&#19173;	%4ae5	䫥
&#19174;	%4ae6	䫦
&#19175;	%4ae7	䫧
&#19176;	%4ae8	䫨
&#19177;	%4ae9	䫩
&#19178;	%4aea	䫪
&#19179;	%4aeb	䫫
&#19180;	%4aec	䫬
&#19181;	%4aed	䫭
&#19182;	%4aee	䫮
&#19183;	%4aef	䫯
&#19184;	%4af0	䫰
&#19185;	%4af1	䫱
&#19186;	%4af2	䫲
&#19187;	%4af3	䫳
&#19188;	%4af4	䫴
&#19189;	%4af5	䫵
&#19190;	%4af6	䫶
&#19191;	%4af7	䫷
&#19192;	%4af8	䫸
&#19193;	%4af9	䫹
&#19194;	%4afa	䫺
&#19195;	%4afb	䫻
&#19196;	%4afc	䫼
&#19197;	%4afd	䫽
&#19198;	%4afe	䫾
&#19199;	%4aff	䫿
&#19200;	%4b00	䬀
&#19201;	%4b01	䬁
&#19202;	%4b02	䬂
&#19203;	%4b03	䬃
&#19204;	%4b04	䬄
&#19205;	%4b05	䬅
&#19206;	%4b06	䬆
&#19207;	%4b07	䬇
&#19208;	%4b08	䬈
&#19209;	%4b09	䬉
&#19210;	%4b0a	䬊
&#19211;	%4b0b	䬋
&#19212;	%4b0c	䬌
&#19213;	%4b0d	䬍
&#19214;	%4b0e	䬎
&#19215;	%4b0f	䬏
&#19216;	%4b10	䬐
&#19217;	%4b11	䬑
&#19218;	%4b12	䬒
&#19219;	%4b13	䬓
&#19220;	%4b14	䬔
&#19221;	%4b15	䬕
&#19222;	%4b16	䬖
&#19223;	%4b17	䬗
&#19224;	%4b18	䬘
&#19225;	%4b19	䬙
&#19226;	%4b1a	䬚
&#19227;	%4b1b	䬛
&#19228;	%4b1c	䬜
&#19229;	%4b1d	䬝
&#19230;	%4b1e	䬞
&#19231;	%4b1f	䬟
&#19232;	%4b20	䬠
&#19233;	%4b21	䬡
&#19234;	%4b22	䬢
&#19235;	%4b23	䬣
&#19236;	%4b24	䬤
&#19237;	%4b25	䬥
&#19238;	%4b26	䬦
&#19239;	%4b27	䬧
&#19240;	%4b28	䬨
&#19241;	%4b29	䬩
&#19242;	%4b2a	䬪
&#19243;	%4b2b	䬫
&#19244;	%4b2c	䬬
&#19245;	%4b2d	䬭
&#19246;	%4b2e	䬮
&#19247;	%4b2f	䬯
&#19248;	%4b30	䬰
&#19249;	%4b31	䬱
&#19250;	%4b32	䬲
&#19251;	%4b33	䬳
&#19252;	%4b34	䬴
&#19253;	%4b35	䬵
&#19254;	%4b36	䬶
&#19255;	%4b37	䬷
&#19256;	%4b38	䬸
&#19257;	%4b39	䬹
&#19258;	%4b3a	䬺
&#19259;	%4b3b	䬻
&#19260;	%4b3c	䬼
&#19261;	%4b3d	䬽
&#19262;	%4b3e	䬾
&#19263;	%4b3f	䬿
&#19264;	%4b40	䭀
&#19265;	%4b41	䭁
&#19266;	%4b42	䭂
&#19267;	%4b43	䭃
&#19268;	%4b44	䭄
&#19269;	%4b45	䭅
&#19270;	%4b46	䭆
&#19271;	%4b47	䭇
&#19272;	%4b48	䭈
&#19273;	%4b49	䭉
&#19274;	%4b4a	䭊
&#19275;	%4b4b	䭋
&#19276;	%4b4c	䭌
&#19277;	%4b4d	䭍
&#19278;	%4b4e	䭎
&#19279;	%4b4f	䭏
&#19280;	%4b50	䭐
&#19281;	%4b51	䭑
&#19282;	%4b52	䭒
&#19283;	%4b53	䭓
&#19284;	%4b54	䭔
&#19285;	%4b55	䭕
&#19286;	%4b56	䭖
&#19287;	%4b57	䭗
&#19288;	%4b58	䭘
&#19289;	%4b59	䭙
&#19290;	%4b5a	䭚
&#19291;	%4b5b	䭛
&#19292;	%4b5c	䭜
&#19293;	%4b5d	䭝
&#19294;	%4b5e	䭞
&#19295;	%4b5f	䭟
&#19296;	%4b60	䭠
&#19297;	%4b61	䭡
&#19298;	%4b62	䭢
&#19299;	%4b63	䭣
&#19300;	%4b64	䭤
&#19301;	%4b65	䭥
&#19302;	%4b66	䭦
&#19303;	%4b67	䭧
&#19304;	%4b68	䭨
&#19305;	%4b69	䭩
&#19306;	%4b6a	䭪
&#19307;	%4b6b	䭫
&#19308;	%4b6c	䭬
&#19309;	%4b6d	䭭
&#19310;	%4b6e	䭮
&#19311;	%4b6f	䭯
&#19312;	%4b70	䭰
&#19313;	%4b71	䭱
&#19314;	%4b72	䭲
&#19315;	%4b73	䭳
&#19316;	%4b74	䭴
&#19317;	%4b75	䭵
&#19318;	%4b76	䭶
&#19319;	%4b77	䭷
&#19320;	%4b78	䭸
&#19321;	%4b79	䭹
&#19322;	%4b7a	䭺
&#19323;	%4b7b	䭻
&#19324;	%4b7c	䭼
&#19325;	%4b7d	䭽
&#19326;	%4b7e	䭾
&#19327;	%4b7f	䭿
&#19328;	%4b80	䮀
&#19329;	%4b81	䮁
&#19330;	%4b82	䮂
&#19331;	%4b83	䮃
&#19332;	%4b84	䮄
&#19333;	%4b85	䮅
&#19334;	%4b86	䮆
&#19335;	%4b87	䮇
&#19336;	%4b88	䮈
&#19337;	%4b89	䮉
&#19338;	%4b8a	䮊
&#19339;	%4b8b	䮋
&#19340;	%4b8c	䮌
&#19341;	%4b8d	䮍
&#19342;	%4b8e	䮎
&#19343;	%4b8f	䮏
&#19344;	%4b90	䮐
&#19345;	%4b91	䮑
&#19346;	%4b92	䮒
&#19347;	%4b93	䮓
&#19348;	%4b94	䮔
&#19349;	%4b95	䮕
&#19350;	%4b96	䮖
&#19351;	%4b97	䮗
&#19352;	%4b98	䮘
&#19353;	%4b99	䮙
&#19354;	%4b9a	䮚
&#19355;	%4b9b	䮛
&#19356;	%4b9c	䮜
&#19357;	%4b9d	䮝
&#19358;	%4b9e	䮞
&#19359;	%4b9f	䮟
&#19360;	%4ba0	䮠
&#19361;	%4ba1	䮡
&#19362;	%4ba2	䮢
&#19363;	%4ba3	䮣
&#19364;	%4ba4	䮤
&#19365;	%4ba5	䮥
&#19366;	%4ba6	䮦
&#19367;	%4ba7	䮧
&#19368;	%4ba8	䮨
&#19369;	%4ba9	䮩
&#19370;	%4baa	䮪
&#19371;	%4bab	䮫
&#19372;	%4bac	䮬
&#19373;	%4bad	䮭
&#19374;	%4bae	䮮
&#19375;	%4baf	䮯
&#19376;	%4bb0	䮰
&#19377;	%4bb1	䮱
&#19378;	%4bb2	䮲
&#19379;	%4bb3	䮳
&#19380;	%4bb4	䮴
&#19381;	%4bb5	䮵
&#19382;	%4bb6	䮶
&#19383;	%4bb7	䮷
&#19384;	%4bb8	䮸
&#19385;	%4bb9	䮹
&#19386;	%4bba	䮺
&#19387;	%4bbb	䮻
&#19388;	%4bbc	䮼
&#19389;	%4bbd	䮽
&#19390;	%4bbe	䮾
&#19391;	%4bbf	䮿
&#19392;	%4bc0	䯀
&#19393;	%4bc1	䯁
&#19394;	%4bc2	䯂
&#19395;	%4bc3	䯃
&#19396;	%4bc4	䯄
&#19397;	%4bc5	䯅
&#19398;	%4bc6	䯆
&#19399;	%4bc7	䯇
&#19400;	%4bc8	䯈
&#19401;	%4bc9	䯉
&#19402;	%4bca	䯊
&#19403;	%4bcb	䯋
&#19404;	%4bcc	䯌
&#19405;	%4bcd	䯍
&#19406;	%4bce	䯎
&#19407;	%4bcf	䯏
&#19408;	%4bd0	䯐
&#19409;	%4bd1	䯑
&#19410;	%4bd2	䯒
&#19411;	%4bd3	䯓
&#19412;	%4bd4	䯔
&#19413;	%4bd5	䯕
&#19414;	%4bd6	䯖
&#19415;	%4bd7	䯗
&#19416;	%4bd8	䯘
&#19417;	%4bd9	䯙
&#19418;	%4bda	䯚
&#19419;	%4bdb	䯛
&#19420;	%4bdc	䯜
&#19421;	%4bdd	䯝
&#19422;	%4bde	䯞
&#19423;	%4bdf	䯟
&#19424;	%4be0	䯠
&#19425;	%4be1	䯡
&#19426;	%4be2	䯢
&#19427;	%4be3	䯣
&#19428;	%4be4	䯤
&#19429;	%4be5	䯥
&#19430;	%4be6	䯦
&#19431;	%4be7	䯧
&#19432;	%4be8	䯨
&#19433;	%4be9	䯩
&#19434;	%4bea	䯪
&#19435;	%4beb	䯫
&#19436;	%4bec	䯬
&#19437;	%4bed	䯭
&#19438;	%4bee	䯮
&#19439;	%4bef	䯯
&#19440;	%4bf0	䯰
&#19441;	%4bf1	䯱
&#19442;	%4bf2	䯲
&#19443;	%4bf3	䯳
&#19444;	%4bf4	䯴
&#19445;	%4bf5	䯵
&#19446;	%4bf6	䯶
&#19447;	%4bf7	䯷
&#19448;	%4bf8	䯸
&#19449;	%4bf9	䯹
&#19450;	%4bfa	䯺
&#19451;	%4bfb	䯻
&#19452;	%4bfc	䯼
&#19453;	%4bfd	䯽
&#19454;	%4bfe	䯾
&#19455;	%4bff	䯿
&#19456;	%4c00	䰀
&#19457;	%4c01	䰁
&#19458;	%4c02	䰂
&#19459;	%4c03	䰃
&#19460;	%4c04	䰄
&#19461;	%4c05	䰅
&#19462;	%4c06	䰆
&#19463;	%4c07	䰇
&#19464;	%4c08	䰈
&#19465;	%4c09	䰉
&#19466;	%4c0a	䰊
&#19467;	%4c0b	䰋
&#19468;	%4c0c	䰌
&#19469;	%4c0d	䰍
&#19470;	%4c0e	䰎
&#19471;	%4c0f	䰏
&#19472;	%4c10	䰐
&#19473;	%4c11	䰑
&#19474;	%4c12	䰒
&#19475;	%4c13	䰓
&#19476;	%4c14	䰔
&#19477;	%4c15	䰕
&#19478;	%4c16	䰖
&#19479;	%4c17	䰗
&#19480;	%4c18	䰘
&#19481;	%4c19	䰙
&#19482;	%4c1a	䰚
&#19483;	%4c1b	䰛
&#19484;	%4c1c	䰜
&#19485;	%4c1d	䰝
&#19486;	%4c1e	䰞
&#19487;	%4c1f	䰟
&#19488;	%4c20	䰠
&#19489;	%4c21	䰡
&#19490;	%4c22	䰢
&#19491;	%4c23	䰣
&#19492;	%4c24	䰤
&#19493;	%4c25	䰥
&#19494;	%4c26	䰦
&#19495;	%4c27	䰧
&#19496;	%4c28	䰨
&#19497;	%4c29	䰩
&#19498;	%4c2a	䰪
&#19499;	%4c2b	䰫
&#19500;	%4c2c	䰬
&#19501;	%4c2d	䰭
&#19502;	%4c2e	䰮
&#19503;	%4c2f	䰯
&#19504;	%4c30	䰰
&#19505;	%4c31	䰱
&#19506;	%4c32	䰲
&#19507;	%4c33	䰳
&#19508;	%4c34	䰴
&#19509;	%4c35	䰵
&#19510;	%4c36	䰶
&#19511;	%4c37	䰷
&#19512;	%4c38	䰸
&#19513;	%4c39	䰹
&#19514;	%4c3a	䰺
&#19515;	%4c3b	䰻
&#19516;	%4c3c	䰼
&#19517;	%4c3d	䰽
&#19518;	%4c3e	䰾
&#19519;	%4c3f	䰿
&#19520;	%4c40	䱀
&#19521;	%4c41	䱁
&#19522;	%4c42	䱂
&#19523;	%4c43	䱃
&#19524;	%4c44	䱄
&#19525;	%4c45	䱅
&#19526;	%4c46	䱆
&#19527;	%4c47	䱇
&#19528;	%4c48	䱈
&#19529;	%4c49	䱉
&#19530;	%4c4a	䱊
&#19531;	%4c4b	䱋
&#19532;	%4c4c	䱌
&#19533;	%4c4d	䱍
&#19534;	%4c4e	䱎
&#19535;	%4c4f	䱏
&#19536;	%4c50	䱐
&#19537;	%4c51	䱑
&#19538;	%4c52	䱒
&#19539;	%4c53	䱓
&#19540;	%4c54	䱔
&#19541;	%4c55	䱕
&#19542;	%4c56	䱖
&#19543;	%4c57	䱗
&#19544;	%4c58	䱘
&#19545;	%4c59	䱙
&#19546;	%4c5a	䱚
&#19547;	%4c5b	䱛
&#19548;	%4c5c	䱜
&#19549;	%4c5d	䱝
&#19550;	%4c5e	䱞
&#19551;	%4c5f	䱟
&#19552;	%4c60	䱠
&#19553;	%4c61	䱡
&#19554;	%4c62	䱢
&#19555;	%4c63	䱣
&#19556;	%4c64	䱤
&#19557;	%4c65	䱥
&#19558;	%4c66	䱦
&#19559;	%4c67	䱧
&#19560;	%4c68	䱨
&#19561;	%4c69	䱩
&#19562;	%4c6a	䱪
&#19563;	%4c6b	䱫
&#19564;	%4c6c	䱬
&#19565;	%4c6d	䱭
&#19566;	%4c6e	䱮
&#19567;	%4c6f	䱯
&#19568;	%4c70	䱰
&#19569;	%4c71	䱱
&#19570;	%4c72	䱲
&#19571;	%4c73	䱳
&#19572;	%4c74	䱴
&#19573;	%4c75	䱵
&#19574;	%4c76	䱶
&#19575;	%4c77	䱷
&#19576;	%4c78	䱸
&#19577;	%4c79	䱹
&#19578;	%4c7a	䱺
&#19579;	%4c7b	䱻
&#19580;	%4c7c	䱼
&#19581;	%4c7d	䱽
&#19582;	%4c7e	䱾
&#19583;	%4c7f	䱿
&#19584;	%4c80	䲀
&#19585;	%4c81	䲁
&#19586;	%4c82	䲂
&#19587;	%4c83	䲃
&#19588;	%4c84	䲄
&#19589;	%4c85	䲅
&#19590;	%4c86	䲆
&#19591;	%4c87	䲇
&#19592;	%4c88	䲈
&#19593;	%4c89	䲉
&#19594;	%4c8a	䲊
&#19595;	%4c8b	䲋
&#19596;	%4c8c	䲌
&#19597;	%4c8d	䲍
&#19598;	%4c8e	䲎
&#19599;	%4c8f	䲏
&#19600;	%4c90	䲐
&#19601;	%4c91	䲑
&#19602;	%4c92	䲒
&#19603;	%4c93	䲓
&#19604;	%4c94	䲔
&#19605;	%4c95	䲕
&#19606;	%4c96	䲖
&#19607;	%4c97	䲗
&#19608;	%4c98	䲘
&#19609;	%4c99	䲙
&#19610;	%4c9a	䲚
&#19611;	%4c9b	䲛
&#19612;	%4c9c	䲜
&#19613;	%4c9d	䲝
&#19614;	%4c9e	䲞
&#19615;	%4c9f	䲟
&#19616;	%4ca0	䲠
&#19617;	%4ca1	䲡
&#19618;	%4ca2	䲢
&#19619;	%4ca3	䲣
&#19620;	%4ca4	䲤
&#19621;	%4ca5	䲥
&#19622;	%4ca6	䲦
&#19623;	%4ca7	䲧
&#19624;	%4ca8	䲨
&#19625;	%4ca9	䲩
&#19626;	%4caa	䲪
&#19627;	%4cab	䲫
&#19628;	%4cac	䲬
&#19629;	%4cad	䲭
&#19630;	%4cae	䲮
&#19631;	%4caf	䲯
&#19632;	%4cb0	䲰
&#19633;	%4cb1	䲱
&#19634;	%4cb2	䲲
&#19635;	%4cb3	䲳
&#19636;	%4cb4	䲴
&#19637;	%4cb5	䲵
&#19638;	%4cb6	䲶
&#19639;	%4cb7	䲷
&#19640;	%4cb8	䲸
&#19641;	%4cb9	䲹
&#19642;	%4cba	䲺
&#19643;	%4cbb	䲻
&#19644;	%4cbc	䲼
&#19645;	%4cbd	䲽
&#19646;	%4cbe	䲾
&#19647;	%4cbf	䲿
&#19648;	%4cc0	䳀
&#19649;	%4cc1	䳁
&#19650;	%4cc2	䳂
&#19651;	%4cc3	䳃
&#19652;	%4cc4	䳄
&#19653;	%4cc5	䳅
&#19654;	%4cc6	䳆
&#19655;	%4cc7	䳇
&#19656;	%4cc8	䳈
&#19657;	%4cc9	䳉
&#19658;	%4cca	䳊
&#19659;	%4ccb	䳋
&#19660;	%4ccc	䳌
&#19661;	%4ccd	䳍
&#19662;	%4cce	䳎
&#19663;	%4ccf	䳏
&#19664;	%4cd0	䳐
&#19665;	%4cd1	䳑
&#19666;	%4cd2	䳒
&#19667;	%4cd3	䳓
&#19668;	%4cd4	䳔
&#19669;	%4cd5	䳕
&#19670;	%4cd6	䳖
&#19671;	%4cd7	䳗
&#19672;	%4cd8	䳘
&#19673;	%4cd9	䳙
&#19674;	%4cda	䳚
&#19675;	%4cdb	䳛
&#19676;	%4cdc	䳜
&#19677;	%4cdd	䳝
&#19678;	%4cde	䳞
&#19679;	%4cdf	䳟
&#19680;	%4ce0	䳠
&#19681;	%4ce1	䳡
&#19682;	%4ce2	䳢
&#19683;	%4ce3	䳣
&#19684;	%4ce4	䳤
&#19685;	%4ce5	䳥
&#19686;	%4ce6	䳦
&#19687;	%4ce7	䳧
&#19688;	%4ce8	䳨
&#19689;	%4ce9	䳩
&#19690;	%4cea	䳪
&#19691;	%4ceb	䳫
&#19692;	%4cec	䳬
&#19693;	%4ced	䳭
&#19694;	%4cee	䳮
&#19695;	%4cef	䳯
&#19696;	%4cf0	䳰
&#19697;	%4cf1	䳱
&#19698;	%4cf2	䳲
&#19699;	%4cf3	䳳
&#19700;	%4cf4	䳴
&#19701;	%4cf5	䳵
&#19702;	%4cf6	䳶
&#19703;	%4cf7	䳷
&#19704;	%4cf8	䳸
&#19705;	%4cf9	䳹
&#19706;	%4cfa	䳺
&#19707;	%4cfb	䳻
&#19708;	%4cfc	䳼
&#19709;	%4cfd	䳽
&#19710;	%4cfe	䳾
&#19711;	%4cff	䳿
&#19712;	%4d00	䴀
&#19713;	%4d01	䴁
&#19714;	%4d02	䴂
&#19715;	%4d03	䴃
&#19716;	%4d04	䴄
&#19717;	%4d05	䴅
&#19718;	%4d06	䴆
&#19719;	%4d07	䴇
&#19720;	%4d08	䴈
&#19721;	%4d09	䴉
&#19722;	%4d0a	䴊
&#19723;	%4d0b	䴋
&#19724;	%4d0c	䴌
&#19725;	%4d0d	䴍
&#19726;	%4d0e	䴎
&#19727;	%4d0f	䴏
&#19728;	%4d10	䴐
&#19729;	%4d11	䴑
&#19730;	%4d12	䴒
&#19731;	%4d13	䴓
&#19732;	%4d14	䴔
&#19733;	%4d15	䴕
&#19734;	%4d16	䴖
&#19735;	%4d17	䴗
&#19736;	%4d18	䴘
&#19737;	%4d19	䴙
&#19738;	%4d1a	䴚
&#19739;	%4d1b	䴛
&#19740;	%4d1c	䴜
&#19741;	%4d1d	䴝
&#19742;	%4d1e	䴞
&#19743;	%4d1f	䴟
&#19744;	%4d20	䴠
&#19745;	%4d21	䴡
&#19746;	%4d22	䴢
&#19747;	%4d23	䴣
&#19748;	%4d24	䴤
&#19749;	%4d25	䴥
&#19750;	%4d26	䴦
&#19751;	%4d27	䴧
&#19752;	%4d28	䴨
&#19753;	%4d29	䴩
&#19754;	%4d2a	䴪
&#19755;	%4d2b	䴫
&#19756;	%4d2c	䴬
&#19757;	%4d2d	䴭
&#19758;	%4d2e	䴮
&#19759;	%4d2f	䴯
&#19760;	%4d30	䴰
&#19761;	%4d31	䴱
&#19762;	%4d32	䴲
&#19763;	%4d33	䴳
&#19764;	%4d34	䴴
&#19765;	%4d35	䴵
&#19766;	%4d36	䴶
&#19767;	%4d37	䴷
&#19768;	%4d38	䴸
&#19769;	%4d39	䴹
&#19770;	%4d3a	䴺
&#19771;	%4d3b	䴻
&#19772;	%4d3c	䴼
&#19773;	%4d3d	䴽
&#19774;	%4d3e	䴾
&#19775;	%4d3f	䴿
&#19776;	%4d40	䵀
&#19777;	%4d41	䵁
&#19778;	%4d42	䵂
&#19779;	%4d43	䵃
&#19780;	%4d44	䵄
&#19781;	%4d45	䵅
&#19782;	%4d46	䵆
&#19783;	%4d47	䵇
&#19784;	%4d48	䵈
&#19785;	%4d49	䵉
&#19786;	%4d4a	䵊
&#19787;	%4d4b	䵋
&#19788;	%4d4c	䵌
&#19789;	%4d4d	䵍
&#19790;	%4d4e	䵎
&#19791;	%4d4f	䵏
&#19792;	%4d50	䵐
&#19793;	%4d51	䵑
&#19794;	%4d52	䵒
&#19795;	%4d53	䵓
&#19796;	%4d54	䵔
&#19797;	%4d55	䵕
&#19798;	%4d56	䵖
&#19799;	%4d57	䵗
&#19800;	%4d58	䵘
&#19801;	%4d59	䵙
&#19802;	%4d5a	䵚
&#19803;	%4d5b	䵛
&#19804;	%4d5c	䵜
&#19805;	%4d5d	䵝
&#19806;	%4d5e	䵞
&#19807;	%4d5f	䵟
&#19808;	%4d60	䵠
&#19809;	%4d61	䵡
&#19810;	%4d62	䵢
&#19811;	%4d63	䵣
&#19812;	%4d64	䵤
&#19813;	%4d65	䵥
&#19814;	%4d66	䵦
&#19815;	%4d67	䵧
&#19816;	%4d68	䵨
&#19817;	%4d69	䵩
